LootTableID;AND/OR;LuckSafe;Conditions;UseLevelGS;HWMMult;GSBonus;MaxRoll;Item1;GearScoreRange1;PerkBucketOverrides1;Item2;GearScoreRange2;PerkBucketOverrides2;Item3;GearScoreRange3;PerkOverrides3;Item4;GearScoreRange4;PerkOverrides4;Item5;GearScoreRange5;PerkOverrides5;Item6;GearScoreRange6;PerkOverrides6;Item7;GearScoreRange7;PerkOverrides7;Item8;GearScoreRange8;PerkOverrides8;Item9;GearScoreRange9;PerkOverrides9;Item10;GearScoreRange10;PerkOverrides10;Item11;GearScoreRange11;PerkOverrides11;Item12;GearScoreRange12;PerkOverrides12;Item13;GearScoreRange13;PerkOverrides13;Item14;GearScoreRange14;PerkOverrides14;Item15;GearScoreRange15;PerkOverrides15;Item16;GearScoreRange16;PerkOverrides16;Item17;GearScoreRange17;PerkOverrides17;Item18;GearScoreRange18;PerkOverrides18;Item19;GearScoreRange19;PerkOverrides19;Item20;GearScoreRange20;PerkOverrides20;Item21;GearScoreRange21;PerkOverrides21;Item22;GearScoreRange22;PerkOverrides22;Item23;GearScoreRange23;PerkOverrides23;Item24;GearScoreRange24;PerkOverrides24;Item25;GearScoreRange25;PerkOverrides25;Item26;GearScoreRange26;PerkOverrides26;Item27;GearScoreRange27;PerkOverrides27;Item28;GearScoreRange28;PerkOverrides28;Item29;GearScoreRange29;PerkOverrides29;Item30;GearScoreRange30;PerkOverrides30;Item31;GearScoreRange31;PerkOverrides31;Item32;GearScoreRange32;PerkOverrides32;Item33;GearScoreRange33;PerkOverrides33
PlaytestWeaponsDamageT4;AND;;;TRUE;0;10;0;Playtest_Longsword_DMG_T4;;;Playtest_Hatchet_DMG_T4;;;Playtest_Warhammer_DMG_T4;;;Playtest_Greataxe_DMG_T4;;;Playtest_Bow_DMG_T4;;;Playtest_Musket_DMG_T4;;;Playtest_ShieldRound_DMG_T4;;;Playtest_ShieldKite_DMG_T4;;;Playtest_ShieldTower_DMG_T4;;;Playtest_StaffFire_DMG_T4;;;Playtest_StaffLife_DMG_T4;;;Playtest_Spear_DMG_T4;;;Playtest_Rapier_DMG_T4;;;Playtest_GauntletIce_DMG_T4;;;Playtest_GauntletVoid_DMG_T4;;;ArrowT4;;;ShotT4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestWeaponsDamageT4_Qty;;;;;0;0;0;1;;;1;;;1;;;1;;;1;;;1;;;1;;;1;;;1;;;1;;;1;;;1;;;1;;;1;;;1;;;500;;;500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestWeaponsDamageT4_Probs;;;;;0;0;0;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestWeaponsTankT4;AND;;;TRUE;0;10;0;Playtest_Longsword_TNK_T4;;;Playtest_Hatchet_TNK_T4;;;Playtest_Warhammer_TNK_T4;;;Playtest_Greataxe_TNK_T4;;;Playtest_Bow_TNK_T4;;;Playtest_Musket_TNK_T4;;;Playtest_ShieldRound_TNK_T4;;;Playtest_ShieldKite_TNK_T4;;;Playtest_ShieldTower_TNK_T4;;;Playtest_StaffFire_TNK_T4;;;Playtest_StaffLife_TNK_T4;;;Playtest_Spear_TNK_T4;;;Playtest_Rapier_TNK_T4;;;Playtest_GauntletIce_TNK_T4;;;Playtest_GauntletVoid_TNK_T4;;;ArrowT4;;;ShotT4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestWeaponsTankT4_Qty;;;;;0;0;0;1;;;1;;;1;;;1;;;1;;;1;;;1;;;1;;;1;;;1;;;1;;;1;;;1;;;1;;;1;;;500;;;500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestWeaponsTankT4_Probs;;;;;0;0;0;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSoldierT4;AND;;;TRUE;0;10;0;Playtest_Box_Armor_Soldier_T4_Heavy;;;Playtest_Box_Armor_Soldier_T4_Medium;;;Playtest_Box_Armor_Soldier_T4_Light;;;Playtest_Box_Armor_Soldier_T4_Trinket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSoldierT4_Qty;;;;;0;0;0;1;;;1;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSoldierT4_Probs;;;;;0;0;0;0;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSoldierT4Heavy;AND;;;TRUE;0;10;0;Playtest_HeavyHead_Soldier_T4;;;Playtest_HeavyChest_Soldier_T4;;;Playtest_HeavyHands_Soldier_T4;;;Playtest_HeavyLegs_Soldier_T4;;;Playtest_HeavyFeet_Soldier_T4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSoldierT4Heavy_Qty;;;;;0;0;0;1;;;1;;;1;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSoldierT4Heavy_Probs;;;;;0;0;0;0;;;0;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSoldierT4Medium;AND;;;TRUE;0;10;0;Playtest_MediumHead_Soldier_T4;;;Playtest_MediumChest_Soldier_T4;;;Playtest_MediumHands_Soldier_T4;;;Playtest_MediumLegs_Soldier_T4;;;Playtest_MediumFeet_Soldier_T4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSoldierT4Medium_Qty;;;;;0;0;0;1;;;1;;;1;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSoldierT4Medium_Probs;;;;;0;0;0;0;;;0;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSoldierT4Light;AND;;;TRUE;0;10;0;Playtest_LightHead_Soldier_T4;;;Playtest_LightChest_Soldier_T4;;;Playtest_LightHands_Soldier_T4;;;Playtest_LightLegs_Soldier_T4;;;Playtest_LightFeet_Soldier_T4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSoldierT4Light_Qty;;;;;0;0;0;1;;;1;;;1;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSoldierT4Light_Probs;;;;;0;0;0;0;;;0;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSoldierT4Trinket;AND;;;TRUE;0;10;0;Playtest_Amulet_Soldier_T4;;;Playtest_Ring_Soldier_T4;;;Playtest_Earring_Soldier_T4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSoldierT4Trinket_Qty;;;;;0;0;0;1;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSoldierT4Trinket_Probs;;;;;0;0;0;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorRangerT4;AND;;;TRUE;0;10;0;Playtest_Box_Armor_Ranger_T4_Heavy;;;Playtest_Box_Armor_Ranger_T4_Medium;;;Playtest_Box_Armor_Ranger_T4_Light;;;Playtest_Box_Armor_Ranger_T4_Trinket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorRangerT4_Qty;;;;;0;0;0;1;;;1;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorRangerT4_Probs;;;;;0;0;0;0;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorRangerT4Heavy;AND;;;TRUE;0;10;0;Playtest_HeavyHead_Ranger_T4;;;Playtest_HeavyChest_Ranger_T4;;;Playtest_HeavyHands_Ranger_T4;;;Playtest_HeavyLegs_Ranger_T4;;;Playtest_HeavyFeet_Ranger_T4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorRangerT4Heavy_Qty;;;;;0;0;0;1;;;1;;;1;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorRangerT4Heavy_Probs;;;;;0;0;0;0;;;0;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorRangerT4Medium;AND;;;TRUE;0;10;0;Playtest_MediumHead_Ranger_T4;;;Playtest_MediumChest_Ranger_T4;;;Playtest_MediumHands_Ranger_T4;;;Playtest_MediumLegs_Ranger_T4;;;Playtest_MediumFeet_Ranger_T4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorRangerT4Medium_Qty;;;;;0;0;0;1;;;1;;;1;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorRangerT4Medium_Probs;;;;;0;0;0;0;;;0;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorRangerT4Light;AND;;;TRUE;0;10;0;Playtest_LightHead_Ranger_T4;;;Playtest_LightChest_Ranger_T4;;;Playtest_LightHands_Ranger_T4;;;Playtest_LightLegs_Ranger_T4;;;Playtest_LightFeet_Ranger_T4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorRangerT4Light_Qty;;;;;0;0;0;1;;;1;;;1;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorRangerT4Light_Probs;;;;;0;0;0;0;;;0;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorRangerT4Trinket;AND;;;TRUE;0;10;0;Playtest_Amulet_Ranger_T4;;;Playtest_Ring_Ranger_T4;;;Playtest_Earring_Ranger_T4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorRangerT4Trinket_Qty;;;;;0;0;0;1;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorRangerT4Trinket_Probs;;;;;0;0;0;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorScholarT4;AND;;;TRUE;0;10;0;Playtest_Box_Armor_Scholar_T4_Heavy;;;Playtest_Box_Armor_Scholar_T4_Medium;;;Playtest_Box_Armor_Scholar_T4_Light;;;Playtest_Box_Armor_Scholar_T4_Trinket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorScholarT4_Qty;;;;;0;0;0;1;;;1;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorScholarT4_Probs;;;;;0;0;0;0;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorScholarT4Heavy;AND;;;TRUE;0;10;0;Playtest_HeavyHead_Scholar_T4;;;Playtest_HeavyChest_Scholar_T4;;;Playtest_HeavyHands_Scholar_T4;;;Playtest_HeavyLegs_Scholar_T4;;;Playtest_HeavyFeet_Scholar_T4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorScholarT4Heavy_Qty;;;;;0;0;0;1;;;1;;;1;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorScholarT4Heavy_Probs;;;;;0;0;0;0;;;0;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorScholarT4Medium;AND;;;TRUE;0;10;0;Playtest_MediumHead_Scholar_T4;;;Playtest_MediumChest_Scholar_T4;;;Playtest_MediumHands_Scholar_T4;;;Playtest_MediumLegs_Scholar_T4;;;Playtest_MediumFeet_Scholar_T4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorScholarT4Medium_Qty;;;;;0;0;0;1;;;1;;;1;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorScholarT4Medium_Probs;;;;;0;0;0;0;;;0;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorScholarT4Light;AND;;;TRUE;0;10;0;Playtest_LightHead_Scholar_T4;;;Playtest_LightChest_Scholar_T4;;;Playtest_LightHands_Scholar_T4;;;Playtest_LightLegs_Scholar_T4;;;Playtest_LightFeet_Scholar_T4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorScholarT4Light_Qty;;;;;0;0;0;1;;;1;;;1;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorScholarT4Light_Probs;;;;;0;0;0;0;;;0;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorScholarT4Trinket;AND;;;TRUE;0;10;0;Playtest_Amulet_Scholar_T4;;;Playtest_Ring_Scholar_T4;;;Playtest_Earring_Scholar_T4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorScholarT4Trinket_Qty;;;;;0;0;0;1;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorScholarT4Trinket_Probs;;;;;0;0;0;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSageT4;AND;;;TRUE;0;10;0;Playtest_Box_Armor_Sage_T4_Heavy;;;Playtest_Box_Armor_Sage_T4_Medium;;;Playtest_Box_Armor_Sage_T4_Light;;;Playtest_Box_Armor_Sage_T4_Trinket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSageT4_Qty;;;;;0;0;0;1;;;1;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSageT4_Probs;;;;;0;0;0;0;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSageT4Heavy;AND;;;TRUE;0;10;0;Playtest_HeavyHead_Sage_T4;;;Playtest_HeavyChest_Sage_T4;;;Playtest_HeavyHands_Sage_T4;;;Playtest_HeavyLegs_Sage_T4;;;Playtest_HeavyFeet_Sage_T4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSageT4Heavy_Qty;;;;;0;0;0;1;;;1;;;1;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSageT4Heavy_Probs;;;;;0;0;0;0;;;0;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSageT4Medium;AND;;;TRUE;0;10;0;Playtest_MediumHead_Sage_T4;;;Playtest_MediumChest_Sage_T4;;;Playtest_MediumHands_Sage_T4;;;Playtest_MediumLegs_Sage_T4;;;Playtest_MediumFeet_Sage_T4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSageT4Medium_Qty;;;;;0;0;0;1;;;1;;;1;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSageT4Medium_Probs;;;;;0;0;0;0;;;0;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSageT4Light;AND;;;TRUE;0;10;0;Playtest_LightHead_Sage_T4;;;Playtest_LightChest_Sage_T4;;;Playtest_LightHands_Sage_T4;;;Playtest_LightLegs_Sage_T4;;;Playtest_LightFeet_Sage_T4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSageT4Light_Qty;;;;;0;0;0;1;;;1;;;1;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSageT4Light_Probs;;;;;0;0;0;0;;;0;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSageT4Trinket;AND;;;TRUE;0;10;0;Playtest_Amulet_Sage_T4;;;Playtest_Ring_Sage_T4;;;Playtest_Earring_Sage_T4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSageT4Trinket_Qty;;;;;0;0;0;1;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSageT4Trinket_Probs;;;;;0;0;0;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSentryT4;AND;;;TRUE;0;10;0;Playtest_Box_Armor_Sentry_T4_Heavy;;;Playtest_Box_Armor_Sentry_T4_Medium;;;Playtest_Box_Armor_Sentry_T4_Light;;;Playtest_Box_Armor_Sentry_T4_Trinket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSentryT4_Qty;;;;;0;0;0;1;;;1;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSentryT4_Probs;;;;;0;0;0;0;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSentryT4Heavy;AND;;;TRUE;0;10;0;Playtest_HeavyHead_Sentry_T4;;;Playtest_HeavyChest_Sentry_T4;;;Playtest_HeavyHands_Sentry_T4;;;Playtest_HeavyLegs_Sentry_T4;;;Playtest_HeavyFeet_Sentry_T4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSentryT4Heavy_Qty;;;;;0;0;0;1;;;1;;;1;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSentryT4Heavy_Probs;;;;;0;0;0;0;;;0;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSentryT4Medium;AND;;;TRUE;0;10;0;Playtest_MediumHead_Sentry_T4;;;Playtest_MediumChest_Sentry_T4;;;Playtest_MediumHands_Sentry_T4;;;Playtest_MediumLegs_Sentry_T4;;;Playtest_MediumFeet_Sentry_T4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSentryT4Medium_Qty;;;;;0;0;0;1;;;1;;;1;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSentryT4Medium_Probs;;;;;0;0;0;0;;;0;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSentryT4Light;AND;;;TRUE;0;10;0;Playtest_LightHead_Sentry_T4;;;Playtest_LightChest_Sentry_T4;;;Playtest_LightHands_Sentry_T4;;;Playtest_LightLegs_Sentry_T4;;;Playtest_LightFeet_Sentry_T4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSentryT4Light_Qty;;;;;0;0;0;1;;;1;;;1;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSentryT4Light_Probs;;;;;0;0;0;0;;;0;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSentryT4Trinket;AND;;;TRUE;0;10;0;Playtest_Amulet_Sentry_T4;;;Playtest_Ring_Sentry_T4;;;Playtest_Earring_Sentry_T4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
